x,y,TOTAL_SNOW,TOTAL_PRECIPITATION,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,LOCAL_MONTH,HEATING_DEGREE_DAYS_FLAG,MAX_REL_HUMIDITY,HEATING_DEGREE_DAYS,SNOW_ON_GROUND,SPEED_MAX_GUST,TOTAL_RAIN,MAX_REL_HUMIDITY_FLAG,ID,MEAN_TEMPERATURE,MAX_TEMPERATURE_FLAG,MIN_REL_HUMIDITY,SNOW_ON_GROUND_FLAG,TOTAL_PRECIPITATION_FLAG,TOTAL_SNOW_FLAG,DIRECTION_MAX_GUST_FLAG,STATION_NAME,SPEED_MAX_GUST_FLAG,MIN_TEMPERATURE,LOCAL_DATE,PROVINCE_CODE,DIRECTION_MAX_GUST,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE_FLAG,MIN_REL_HUMIDITY_FLAG,MAX_TEMPERATURE,CLIMATE_IDENTIFIER,LOCAL_YEAR,LOCAL_DAY,TOTAL_RAIN_FLAG
-123.12186944444444,49.29535277777778,,17.2,0,,12,,,10.9,0,,,,1108446.1999.12.2,7.1,,,,,,,VANCOUVER HARBOUR CS,,4.2,1999-12-02 00:00:00,BC,,,,,9.9,1108446,1999,2,
-123.12186944444444,49.29535277777778,,1.4,0,,12,,,12.8,0,,,,1108446.1999.12.3,5.2,,,,,,,VANCOUVER HARBOUR CS,,3.1,1999-12-03 00:00:00,BC,,,,,7.2,1108446,1999,3,
-123.12186944444444,49.29535277777778,,1,0,,12,,,9.5,0,,,,1108446.1999.12.4,8.5,,,,,,,VANCOUVER HARBOUR CS,,6.9,1999-12-04 00:00:00,BC,,,,,10.1,1108446,1999,4,
-123.12186944444444,49.29535277777778,,8.8,0,,12,,,11,0,,,,1108446.1999.12.5,7,,,,,,,VANCOUVER HARBOUR CS,,5.1,1999-12-05 00:00:00,BC,,,,,8.9,1108446,1999,5,
-123.12186944444444,49.29535277777778,,15.6,0,,12,,,11.1,0,,,,1108446.1999.12.6,6.9,,,,,,,VANCOUVER HARBOUR CS,,4.6,1999-12-06 00:00:00,BC,,,,,9.2,1108446,1999,6,
-123.12186944444444,49.29535277777778,,0.8,0,,12,,,12.6,0,,,,1108446.1999.12.7,5.4,,,,,,,VANCOUVER HARBOUR CS,,3.5,1999-12-07 00:00:00,BC,,,,,7.2,1108446,1999,7,
-123.12186944444444,49.29535277777778,,9.4,0,,12,,,12.5,0,,,,1108446.1999.12.8,5.5,,,,,,,VANCOUVER HARBOUR CS,,4.2,1999-12-08 00:00:00,BC,,,,,6.8,1108446,1999,8,
-123.12186944444444,49.29535277777778,,7.8,0,,12,,,10.7,0,,,,1108446.1999.12.9,7.3,,,,,,,VANCOUVER HARBOUR CS,,5.8,1999-12-09 00:00:00,BC,,,,,8.7,1108446,1999,9,
-123.12186944444444,49.29535277777778,,10.4,0,,12,,,11.5,0,,,,1108446.1999.12.10,6.5,,,,,,,VANCOUVER HARBOUR CS,,5,1999-12-10 00:00:00,BC,,,,,7.9,1108446,1999,10,
-123.12186944444444,49.29535277777778,,5.6,0,,12,,,11.4,0,,,,1108446.1999.12.11,6.6,,,,,,,VANCOUVER HARBOUR CS,,5.1,1999-12-11 00:00:00,BC,,,,,8.1,1108446,1999,11,
-123.12186944444444,49.29535277777778,,12,0,,12,,,10.1,0,,,,1108446.1999.12.12,7.9,,,,,,,VANCOUVER HARBOUR CS,,5.4,1999-12-12 00:00:00,BC,,,,,10.4,1108446,1999,12,
-123.12186944444444,49.29535277777778,,1,0,,12,,,12.8,0,,,,1108446.1999.12.13,5.2,,,,,,,VANCOUVER HARBOUR CS,,3.2,1999-12-13 00:00:00,BC,,,,,7.2,1108446,1999,13,
-123.12186944444444,49.29535277777778,,15.6,0,,12,,,13.8,0,,,,1108446.1999.12.14,4.2,,,,,,,VANCOUVER HARBOUR CS,,2.7,1999-12-14 00:00:00,BC,,,,,5.6,1108446,1999,14,
-123.12186944444444,49.29535277777778,,48.4,0,,12,,,9.9,0,,,,1108446.1999.12.15,8.1,,,,,,,VANCOUVER HARBOUR CS,,5.2,1999-12-15 00:00:00,BC,,,,,10.9,1108446,1999,15,
-123.12186944444444,49.29535277777778,,0,0,,12,,,8.8,0,,,,1108446.1999.12.16,9.2,,,,,,,VANCOUVER HARBOUR CS,,6.8,1999-12-16 00:00:00,BC,,,,,11.6,1108446,1999,16,
-123.12186944444444,49.29535277777778,,11,0,,12,,,9.8,0,,,,1108446.1999.12.17,8.2,,,,,,,VANCOUVER HARBOUR CS,,7.2,1999-12-17 00:00:00,BC,,,,,9.2,1108446,1999,17,
-123.12186944444444,49.29535277777778,,0.6,0,,12,,,11.1,0,,,,1108446.1999.12.18,6.9,,,,,,,VANCOUVER HARBOUR CS,,4.3,1999-12-18 00:00:00,BC,,,,,9.4,1108446,1999,18,
-123.12186944444444,49.29535277777778,,2.2,0,,12,,,13.1,0,,,,1108446.1999.12.19,4.9,,,,,,,VANCOUVER HARBOUR CS,,4.1,1999-12-19 00:00:00,BC,,,,,5.6,1108446,1999,19,
-123.12186944444444,49.29535277777778,,0.2,0,,12,,,12.9,0,,,,1108446.1999.12.20,5.1,,,,,,,VANCOUVER HARBOUR CS,,3.1,1999-12-20 00:00:00,BC,,,,,7.1,1108446,1999,20,
-123.12186944444444,49.29535277777778,,0,0,,12,,,13.3,0,,,,1108446.1999.12.21,4.7,,,,,,,VANCOUVER HARBOUR CS,,2.4,1999-12-21 00:00:00,BC,,,,,6.9,1108446,1999,21,
-123.12186944444444,49.29535277777778,,0,0,,12,,,14.4,0,,,,1108446.1999.12.22,3.6,,,,,,,VANCOUVER HARBOUR CS,,2.5,1999-12-22 00:00:00,BC,,,,,4.7,1108446,1999,22,
-123.12186944444444,49.29535277777778,,0,0,,12,,,14.6,0,,,,1108446.1999.12.23,3.4,,,,,,,VANCOUVER HARBOUR CS,,2.6,1999-12-23 00:00:00,BC,,,,,4.1,1108446,1999,23,
-123.12186944444444,49.29535277777778,,0,0,,12,,,14.1,0,,,,1108446.1999.12.24,3.9,,,,,,,VANCOUVER HARBOUR CS,,2.4,1999-12-24 00:00:00,BC,,,,,5.3,1108446,1999,24,
-123.12186944444444,49.29535277777778,,0,0,,12,,,14.5,0,,,,1108446.1999.12.25,3.5,,,,,,,VANCOUVER HARBOUR CS,,2.4,1999-12-25 00:00:00,BC,,,,,4.5,1108446,1999,25,
-123.12186944444444,49.29535277777778,,0,0,,12,,,14.9,0,,,,1108446.1999.12.26,3.1,,,,,,,VANCOUVER HARBOUR CS,,1.9,1999-12-26 00:00:00,BC,,,,,4.2,1108446,1999,26,
-123.12186944444444,49.29535277777778,,0,0,,12,,,15.4,0,,,,1108446.1999.12.27,2.6,,,,,,,VANCOUVER HARBOUR CS,,1.5,1999-12-27 00:00:00,BC,,,,,3.6,1108446,1999,27,
-123.12186944444444,49.29535277777778,,0,0,,12,,,15.5,0,,,,1108446.1999.12.28,2.5,,,,,,,VANCOUVER HARBOUR CS,,1.3,1999-12-28 00:00:00,BC,,,,,3.7,1108446,1999,28,
-123.12186944444444,49.29535277777778,,0,0,,12,,,14.5,0,,,,1108446.1999.12.29,3.5,,,,,,,VANCOUVER HARBOUR CS,,1.6,1999-12-29 00:00:00,BC,,,,,5.3,1108446,1999,29,
-123.12186944444444,49.29535277777778,,2.4,0,,12,,,12.9,0,,,,1108446.1999.12.30,5.1,,,,,,,VANCOUVER HARBOUR CS,,4.2,1999-12-30 00:00:00,BC,,,,,6,1108446,1999,30,
-123.12186944444444,49.29535277777778,,7,0,,12,,,13.9,0,,,,1108446.1999.12.31,4.1,,,,,,,VANCOUVER HARBOUR CS,,3.3,1999-12-31 00:00:00,BC,,,,,4.9,1108446,1999,31,
-123.12186944444444,49.29535277777778,,4,0,,1,,,13.4,,,,,1108446.2000.1.1,4.6,,,,,,,VANCOUVER HARBOUR CS,,2.6,2000-01-01 00:00:00,BC,,,,,6.6,1108446,2000,1,
-123.12186944444444,49.29535277777778,,4.4,0,,1,,,14.6,,,,,1108446.2000.1.2,3.4,,,,,,,VANCOUVER HARBOUR CS,,1.6,2000-01-02 00:00:00,BC,,,,,5.1,1108446,2000,2,
-123.12186944444444,49.29535277777778,,10.8,0,,1,,,13.7,,,,,1108446.2000.1.3,4.3,,,,,,,VANCOUVER HARBOUR CS,,1.9,2000-01-03 00:00:00,BC,,,,,6.6,1108446,2000,3,
-123.12186944444444,49.29535277777778,,7,0,,1,,,10.4,,,,,1108446.2000.1.4,7.6,,,,,,,VANCOUVER HARBOUR CS,,4.9,2000-01-04 00:00:00,BC,,,,,10.2,1108446,2000,4,
-123.12186944444444,49.29535277777778,,0,0,,1,,,13.6,,,,,1108446.2000.1.5,4.4,,,,,,,VANCOUVER HARBOUR CS,,2.2,2000-01-05 00:00:00,BC,,,,,6.5,1108446,2000,5,
-123.12186944444444,49.29535277777778,,10.6,0,,1,,,13.9,,,,,1108446.2000.1.6,4.1,,,,,,,VANCOUVER HARBOUR CS,,2.7,2000-01-06 00:00:00,BC,,,,,5.5,1108446,2000,6,
-123.12186944444444,49.29535277777778,,9.2,0,,1,,,12.4,,,,,1108446.2000.1.7,5.6,,,,,,,VANCOUVER HARBOUR CS,,4,2000-01-07 00:00:00,BC,,,,,7.1,1108446,2000,7,
-123.12186944444444,49.29535277777778,,5,0,,1,,,12.4,,,,,1108446.2000.1.8,5.6,,,,,,,VANCOUVER HARBOUR CS,,2.8,2000-01-08 00:00:00,BC,,,,,8.3,1108446,2000,8,
-123.12186944444444,49.29535277777778,,12.2,0,,1,,,14.5,,,,,1108446.2000.1.9,3.5,,,,,,,VANCOUVER HARBOUR CS,,0.6,2000-01-09 00:00:00,BC,,,,,6.3,1108446,2000,9,
-123.12186944444444,49.29535277777778,,4.8,0,,1,,,14.9,,,,,1108446.2000.1.10,3.1,,,,,,,VANCOUVER HARBOUR CS,,1.5,2000-01-10 00:00:00,BC,,,,,4.6,1108446,2000,10,
-123.12186944444444,49.29535277777778,,4.2,0,,1,,,15.1,,,,,1108446.2000.1.11,2.9,,,,,,,VANCOUVER HARBOUR CS,,1.4,2000-01-11 00:00:00,BC,,,,,4.3,1108446,2000,11,
-123.12186944444444,49.29535277777778,,2.4,0,,1,,,14.7,,,,,1108446.2000.1.12,3.3,,,,,,,VANCOUVER HARBOUR CS,,1.3,2000-01-12 00:00:00,BC,,,,,5.2,1108446,2000,12,
-123.12186944444444,49.29535277777778,,1.2,0,,1,,,14.1,,,,,1108446.2000.1.13,3.9,,,,,,,VANCOUVER HARBOUR CS,,2.1,2000-01-13 00:00:00,BC,,,,,5.6,1108446,2000,13,
-123.12186944444444,49.29535277777778,,8.8,0,,1,,,13.8,,,,,1108446.2000.1.14,4.2,,,,,,,VANCOUVER HARBOUR CS,,2.3,2000-01-14 00:00:00,BC,,,,,6,1108446,2000,14,
-123.12186944444444,49.29535277777778,,2,0,,1,,,13.3,,,,,1108446.2000.1.15,4.7,,,,,,,VANCOUVER HARBOUR CS,,2.8,2000-01-15 00:00:00,BC,,,,,6.5,1108446,2000,15,
-123.12186944444444,49.29535277777778,,3.4,0,,1,,,13.2,,,,,1108446.2000.1.16,4.8,,,,,,,VANCOUVER HARBOUR CS,,1.2,2000-01-16 00:00:00,BC,,,,,8.4,1108446,2000,16,
-123.12186944444444,49.29535277777778,,1.4,0,,1,,,12.6,,,,,1108446.2000.1.17,5.4,,,,,,,VANCOUVER HARBOUR CS,,3.4,2000-01-17 00:00:00,BC,,,,,7.4,1108446,2000,17,
-123.12186944444444,49.29535277777778,,0,0,,1,,,14.1,,,,,1108446.2000.1.18,3.9,,,,,,,VANCOUVER HARBOUR CS,,1.1,2000-01-18 00:00:00,BC,,,,,6.6,1108446,2000,18,
-123.12186944444444,49.29535277777778,,0,0,,1,,,15.7,,,,,1108446.2000.1.19,2.3,,,,,,,VANCOUVER HARBOUR CS,,-0.9,2000-01-19 00:00:00,BC,,,,,5.4,1108446,2000,19,
-123.12186944444444,49.29535277777778,,7,0,,1,,,14.5,,,,,1108446.2000.1.20,3.5,,,,,,,VANCOUVER HARBOUR CS,,0.9,2000-01-20 00:00:00,BC,,,,,6.1,1108446,2000,20,
-123.12186944444444,49.29535277777778,,2.6,0,,1,,,12.4,,,,,1108446.2000.1.21,5.6,,,,,,,VANCOUVER HARBOUR CS,,4.5,2000-01-21 00:00:00,BC,,,,,6.7,1108446,2000,21,
-123.12186944444444,49.29535277777778,,0,0,,1,,,13.6,,,,,1108446.2000.1.22,4.4,,,,,,,VANCOUVER HARBOUR CS,,2.2,2000-01-22 00:00:00,BC,,,,,6.6,1108446,2000,22,
-123.12186944444444,49.29535277777778,,0,0,,1,,,12.1,,,,,1108446.2000.1.23,5.9,,,,,,,VANCOUVER HARBOUR CS,,4,2000-01-23 00:00:00,BC,,,,,7.7,1108446,2000,23,
-123.12186944444444,49.29535277777778,,0.2,0,,1,,,14.1,,,,,1108446.2000.1.24,3.9,,,,,,,VANCOUVER HARBOUR CS,,0.8,2000-01-24 00:00:00,BC,,,,,7,1108446,2000,24,
-123.12186944444444,49.29535277777778,,7,0,,1,,,12.7,,,,,1108446.2000.1.25,5.3,,,,,,,VANCOUVER HARBOUR CS,,4.4,2000-01-25 00:00:00,BC,,,,,6.2,1108446,2000,25,
-123.12186944444444,49.29535277777778,,0.4,0,,1,,,12.7,,,,,1108446.2000.1.26,5.3,,,,,,,VANCOUVER HARBOUR CS,,3.3,2000-01-26 00:00:00,BC,,,,,7.3,1108446,2000,26,
-123.12186944444444,49.29535277777778,,0,0,,1,,,13,,,,,1108446.2000.1.27,5,,,,,,,VANCOUVER HARBOUR CS,,2.6,2000-01-27 00:00:00,BC,,,,,7.3,1108446,2000,27,
-123.12186944444444,49.29535277777778,,0,0,,1,,,14.7,,,,,1108446.2000.1.28,3.3,,,,,,,VANCOUVER HARBOUR CS,,0,2000-01-28 00:00:00,BC,,,,,6.5,1108446,2000,28,
-123.12186944444444,49.29535277777778,,0,0,,1,,,14.3,,,,,1108446.2000.1.29,3.7,,,,,,,VANCOUVER HARBOUR CS,,0.1,2000-01-29 00:00:00,BC,,,,,7.2,1108446,2000,29,
-123.12186944444444,49.29535277777778,,3.8,0,,1,,,13.3,,,,,1108446.2000.1.30,4.7,,,,,,,VANCOUVER HARBOUR CS,,-0.5,2000-01-30 00:00:00,BC,,,,,9.8,1108446,2000,30,
-123.12186944444444,49.29535277777778,,8.8,0,,1,,,11.3,,,,,1108446.2000.1.31,6.7,,,,,,,VANCOUVER HARBOUR CS,,4.8,2000-01-31 00:00:00,BC,,,,,8.6,1108446,2000,31,
-123.12186944444444,49.29535277777778,,3.6,0,,2,,,9.8,,,,,1108446.2000.2.1,8.2,,,,,,,VANCOUVER HARBOUR CS,,5.4,2000-02-01 00:00:00,BC,,,,,11,1108446,2000,1,
-123.12186944444444,49.29535277777778,,0,0,,2,,,12,,,,,1108446.2000.2.2,6,,,,,,,VANCOUVER HARBOUR CS,,3.1,2000-02-02 00:00:00,BC,,,,,8.8,1108446,2000,2,
-123.12186944444444,49.29535277777778,,0,0,,2,,,13.5,,,,,1108446.2000.2.3,4.5,,,,,,,VANCOUVER HARBOUR CS,,0.6,2000-02-03 00:00:00,BC,,,,,8.4,1108446,2000,3,
-123.12186944444444,49.29535277777778,,0,0,,2,,,12.2,,,,,1108446.2000.2.4,5.8,,,,,,,VANCOUVER HARBOUR CS,,1.6,2000-02-04 00:00:00,BC,,,,,9.9,1108446,2000,4,
-123.12186944444444,49.29535277777778,,0,0,,2,,,13.8,,,,,1108446.2000.2.5,4.2,,,,,,,VANCOUVER HARBOUR CS,,1.3,2000-02-05 00:00:00,BC,,,,,7,1108446,2000,5,
-123.12186944444444,49.29535277777778,,6.2,0,,2,,,10,,,,,1108446.2000.2.6,8,,,,,,,VANCOUVER HARBOUR CS,,6,2000-02-06 00:00:00,BC,,,,,10,1108446,2000,6,
-123.12186944444444,49.29535277777778,,2.6,0,,2,,,9.9,,,,,1108446.2000.2.7,8.1,,,,,,,VANCOUVER HARBOUR CS,,6.5,2000-02-07 00:00:00,BC,,,,,9.6,1108446,2000,7,
-123.12186944444444,49.29535277777778,,7.2,0,,2,,,9.7,,,,,1108446.2000.2.8,8.3,,,,,,,VANCOUVER HARBOUR CS,,7.4,2000-02-08 00:00:00,BC,,,,,9.2,1108446,2000,8,
-123.12186944444444,49.29535277777778,,2.4,0,,2,,,11.2,,,,,1108446.2000.2.9,6.8,,,,,,,VANCOUVER HARBOUR CS,,4.6,2000-02-09 00:00:00,BC,,,,,9,1108446,2000,9,
-123.12186944444444,49.29535277777778,,0,0,,2,,,13.9,,,,,1108446.2000.2.10,4.1,,,,,,,VANCOUVER HARBOUR CS,,0.7,2000-02-10 00:00:00,BC,,,,,7.5,1108446,2000,10,
-123.12186944444444,49.29535277777778,,0,0,,2,,,14,,,,,1108446.2000.2.11,4,,,,,,,VANCOUVER HARBOUR CS,,1.9,2000-02-11 00:00:00,BC,,,,,6,1108446,2000,11,
-123.12186944444444,49.29535277777778,,0.4,0,,2,,,12.5,,,,,1108446.2000.2.12,5.5,,,,,,,VANCOUVER HARBOUR CS,,2.8,2000-02-12 00:00:00,BC,,,,,8.2,1108446,2000,12,
-123.12186944444444,49.29535277777778,,0,0,,2,,,12.6,,,,,1108446.2000.2.13,5.4,,,,,,,VANCOUVER HARBOUR CS,,2,2000-02-13 00:00:00,BC,,,,,8.7,1108446,2000,13,
-123.12186944444444,49.29535277777778,,0,0,,2,,,13.6,,,,,1108446.2000.2.14,4.4,,,,,,,VANCOUVER HARBOUR CS,,1.5,2000-02-14 00:00:00,BC,,,,,7.2,1108446,2000,14,
-123.12186944444444,49.29535277777778,,0,0,,2,,,11.3,,,,,1108446.2000.2.15,6.7,,,,,,,VANCOUVER HARBOUR CS,,4.1,2000-02-15 00:00:00,BC,,,,,9.3,1108446,2000,15,
-123.12186944444444,49.29535277777778,,0,0,,2,,,13.8,,,,,1108446.2000.2.16,4.2,,,,,,,VANCOUVER HARBOUR CS,,-0.1,2000-02-16 00:00:00,BC,,,,,8.4,1108446,2000,16,
-123.12186944444444,49.29535277777778,,0,0,,2,,,14.5,,,,,1108446.2000.2.17,3.5,,,,,,,VANCOUVER HARBOUR CS,,-0.2,2000-02-17 00:00:00,BC,,,,,7.1,1108446,2000,17,
-123.12186944444444,49.29535277777778,,0,0,,2,,,14.2,,,,,1108446.2000.2.18,3.8,,,,,,,VANCOUVER HARBOUR CS,,0.1,2000-02-18 00:00:00,BC,,,,,7.5,1108446,2000,18,
-123.12186944444444,49.29535277777778,,0,0,,2,,,12,,,,,1108446.2000.2.19,6,,,,,,,VANCOUVER HARBOUR CS,,0.8,2000-02-19 00:00:00,BC,,,,,11.1,1108446,2000,19,
-123.12186944444444,49.29535277777778,,0,0,,2,,,11.4,,,,,1108446.2000.2.20,6.6,,,,,,,VANCOUVER HARBOUR CS,,2.4,2000-02-20 00:00:00,BC,,,,,10.7,1108446,2000,20,
-123.12186944444444,49.29535277777778,,4.6,0,,2,,,9.9,,,,,1108446.2000.2.21,8.1,,,,,,,VANCOUVER HARBOUR CS,,6.9,2000-02-21 00:00:00,BC,,,,,9.2,1108446,2000,21,
-123.12186944444444,49.29535277777778,,4.2,0,,2,,,8,,,,,1108446.2000.2.22,10,,,,,,,VANCOUVER HARBOUR CS,,7,2000-02-22 00:00:00,BC,,,,,13,1108446,2000,22,
-123.12186944444444,49.29535277777778,,4,0,,2,,,11.4,,,,,1108446.2000.2.23,6.6,,,,,,,VANCOUVER HARBOUR CS,,4.4,2000-02-23 00:00:00,BC,,,,,8.7,1108446,2000,23,
-123.12186944444444,49.29535277777778,,2.2,0,,2,,,11.7,,,,,1108446.2000.2.24,6.3,,,,,,,VANCOUVER HARBOUR CS,,4,2000-02-24 00:00:00,BC,,,,,8.6,1108446,2000,24,
-123.12186944444444,49.29535277777778,,11,0,,2,,,11.8,,,,,1108446.2000.2.25,6.2,,,,,,,VANCOUVER HARBOUR CS,,3.2,2000-02-25 00:00:00,BC,,,,,9.1,1108446,2000,25,
-123.12186944444444,49.29535277777778,,2.8,0,,2,,,10.4,,,,,1108446.2000.2.26,7.6,,,,,,,VANCOUVER HARBOUR CS,,4,2000-02-26 00:00:00,BC,,,,,11.2,1108446,2000,26,
-123.12186944444444,49.29535277777778,,8.6,0,,2,,,11.2,,,,,1108446.2000.2.27,6.8,,,,,,,VANCOUVER HARBOUR CS,,5,2000-02-27 00:00:00,BC,,,,,8.6,1108446,2000,27,
-123.12186944444444,49.29535277777778,,2.2,0,,2,,,10.8,,,,,1108446.2000.2.28,7.2,,,,,,,VANCOUVER HARBOUR CS,,5.9,2000-02-28 00:00:00,BC,,,,,8.4,1108446,2000,28,
-123.12186944444444,49.29535277777778,,13,0,,2,,,11,,,,,1108446.2000.2.29,7,,,,,,,VANCOUVER HARBOUR CS,,5,2000-02-29 00:00:00,BC,,,,,9,1108446,2000,29,
-123.12186944444444,49.29535277777778,,6.6,0,,3,,,11,,,,,1108446.2000.3.1,7,,,,,,,VANCOUVER HARBOUR CS,,5.9,2000-03-01 00:00:00,BC,,,,,8.1,1108446,2000,1,
-123.12186944444444,49.29535277777778,,10.4,0,,3,,,10.8,,,,,1108446.2000.3.2,7.2,,,,,,,VANCOUVER HARBOUR CS,,5.7,2000-03-02 00:00:00,BC,,,,,8.6,1108446,2000,2,
-123.12186944444444,49.29535277777778,,25.6,0,,3,,,10.8,,,,,1108446.2000.3.3,7.2,,,,,,,VANCOUVER HARBOUR CS,,5.9,2000-03-03 00:00:00,BC,,,,,8.4,1108446,2000,3,
-123.12186944444444,49.29535277777778,,3.4,0,,3,,,11.5,,,,,1108446.2000.3.4,6.5,,,,,,,VANCOUVER HARBOUR CS,,3.5,2000-03-04 00:00:00,BC,,,,,9.4,1108446,2000,4,
-123.12186944444444,49.29535277777778,,0,0,,3,,,12.7,,,,,1108446.2000.3.5,5.3,,,,,,,VANCOUVER HARBOUR CS,,1.7,2000-03-05 00:00:00,BC,,,,,8.9,1108446,2000,5,
-123.12186944444444,49.29535277777778,,0,0,,3,,,12.8,,,,,1108446.2000.3.6,5.2,,,,,,,VANCOUVER HARBOUR CS,,0.5,2000-03-06 00:00:00,BC,,,,,9.9,1108446,2000,6,
-123.12186944444444,49.29535277777778,,0,0,,3,,,11.1,,,,,1108446.2000.3.7,6.9,,,,,,,VANCOUVER HARBOUR CS,,3.6,2000-03-07 00:00:00,BC,,,,,10.2,1108446,2000,7,
-123.12186944444444,49.29535277777778,,0,0,,3,,,9.7,,,,,1108446.2000.3.8,8.3,,,,,,,VANCOUVER HARBOUR CS,,5.6,2000-03-08 00:00:00,BC,,,,,10.9,1108446,2000,8,
-123.12186944444444,49.29535277777778,,5.2,0,,3,,,11,,,,,1108446.2000.3.9,7,,,,,,,VANCOUVER HARBOUR CS,,5.1,2000-03-09 00:00:00,BC,,,,,8.9,1108446,2000,9,
-123.12186944444444,49.29535277777778,,1.2,0,,3,,,9.6,,,,,1108446.2000.3.10,8.4,,,,,,,VANCOUVER HARBOUR CS,,4,2000-03-10 00:00:00,BC,,,,,12.7,1108446,2000,10,
-123.12186944444444,49.29535277777778,,3,0,,3,,,9.3,,,,,1108446.2000.3.11,8.7,,,,,,,VANCOUVER HARBOUR CS,,6.1,2000-03-11 00:00:00,BC,,,,,11.2,1108446,2000,11,
-123.12186944444444,49.29535277777778,,3,0,,3,,,11.2,,,,,1108446.2000.3.12,6.8,,,,,,,VANCOUVER HARBOUR CS,,5.3,2000-03-12 00:00:00,BC,,,,,8.3,1108446,2000,12,
-123.12186944444444,49.29535277777778,,11.6,0,,3,,,9.5,,,,,1108446.2000.3.13,8.5,,,,,,,VANCOUVER HARBOUR CS,,6,2000-03-13 00:00:00,BC,,,,,11,1108446,2000,13,
-123.12186944444444,49.29535277777778,,22.8,0,E,3,E,,9.5,,,,,1108446.2000.3.14,8.5,E,,,,,,VANCOUVER HARBOUR CS,,5,2000-03-14 00:00:00,BC,,E,,,12,1108446,2000,14,
-123.12186944444444,49.29535277777778,,0.2,0,,3,,,9.7,,,,,1108446.2000.3.15,8.3,,,,,,,VANCOUVER HARBOUR CS,,4.2,2000-03-15 00:00:00,BC,,,,,12.4,1108446,2000,15,
-123.12186944444444,49.29535277777778,,15.6,0,,3,,,9.4,,,,,1108446.2000.3.16,8.6,,,,,,,VANCOUVER HARBOUR CS,,5.9,2000-03-16 00:00:00,BC,,,,,11.2,1108446,2000,16,
-123.12186944444444,49.29535277777778,,10.4,0,,3,,,11.4,,,,,1108446.2000.3.17,6.6,,,,,,,VANCOUVER HARBOUR CS,,5.1,2000-03-17 00:00:00,BC,,,,,8,1108446,2000,17,
-123.12186944444444,49.29535277777778,,20.6,0,,3,,,10.1,,,,,1108446.2000.3.18,7.9,,,,,,,VANCOUVER HARBOUR CS,,5.7,2000-03-18 00:00:00,BC,,,,,10.1,1108446,2000,18,
-123.12186944444444,49.29535277777778,,5.2,0,,3,,,10.7,,,,,1108446.2000.3.19,7.3,,,,,,,VANCOUVER HARBOUR CS,,4.6,2000-03-19 00:00:00,BC,,,,,9.9,1108446,2000,19,
-123.12186944444444,49.29535277777778,,1,0,,3,,,11.2,,,,,1108446.2000.3.20,6.8,,,,,,,VANCOUVER HARBOUR CS,,4.1,2000-03-20 00:00:00,BC,,,,,9.4,1108446,2000,20,
-123.12186944444444,49.29535277777778,,3.6,0,,3,,,10.1,,,,,1108446.2000.3.21,7.9,,,,,,,VANCOUVER HARBOUR CS,,5,2000-03-21 00:00:00,BC,,,,,10.8,1108446,2000,21,
-123.12186944444444,49.29535277777778,,9.8,0,,3,,,8.6,,,,,1108446.2000.3.22,9.4,,,,,,,VANCOUVER HARBOUR CS,,7.1,2000-03-22 00:00:00,BC,,,,,11.7,1108446,2000,22,
-123.12186944444444,49.29535277777778,,0.6,0,,3,,,9.1,,,,,1108446.2000.3.23,8.9,,,,,,,VANCOUVER HARBOUR CS,,6.4,2000-03-23 00:00:00,BC,,,,,11.3,1108446,2000,23,
-123.12186944444444,49.29535277777778,,0,0,,3,,,10.1,,,,,1108446.2000.3.24,7.9,,,,,,,VANCOUVER HARBOUR CS,,4.8,2000-03-24 00:00:00,BC,,,,,11,1108446,2000,24,
-123.12186944444444,49.29535277777778,,0,0,,3,,,8.3,,,,,1108446.2000.3.25,9.7,,,,,,,VANCOUVER HARBOUR CS,,6.4,2000-03-25 00:00:00,BC,,,,,12.9,1108446,2000,25,
-123.12186944444444,49.29535277777778,,0,0,,3,,,8.5,,,,,1108446.2000.3.26,9.5,,,,,,,VANCOUVER HARBOUR CS,,5.9,2000-03-26 00:00:00,BC,,,,,13,1108446,2000,26,
-123.12186944444444,49.29535277777778,,5.2,0,,3,,,8.3,,,,,1108446.2000.3.27,9.7,,,,,,,VANCOUVER HARBOUR CS,,7,2000-03-27 00:00:00,BC,,,,,12.3,1108446,2000,27,
-123.12186944444444,49.29535277777778,,1,0,,3,,,9.9,,,,,1108446.2000.3.28,8.1,,,,,,,VANCOUVER HARBOUR CS,,5.8,2000-03-28 00:00:00,BC,,,,,10.4,1108446,2000,28,
-123.12186944444444,49.29535277777778,,0,0,,3,,,10.5,,,,,1108446.2000.3.29,7.5,,,,,,,VANCOUVER HARBOUR CS,,2.5,2000-03-29 00:00:00,BC,,,,,12.4,1108446,2000,29,
-123.12186944444444,49.29535277777778,,0,0,,3,,,8.2,,,,,1108446.2000.3.30,9.8,,,,,,,VANCOUVER HARBOUR CS,,5,2000-03-30 00:00:00,BC,,,,,14.5,1108446,2000,30,
-123.12186944444444,49.29535277777778,,0,0,,3,,,8.2,,,,,1108446.2000.3.31,9.8,,,,,,,VANCOUVER HARBOUR CS,,5.6,2000-03-31 00:00:00,BC,,,,,13.9,1108446,2000,31,
